time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-10-08T03:39:54.142Z,13.8086,-90.4848,94.129,4.5,mb,57,144,0.691,1.08,us,us6000ldy4,2023-10-08T09:38:11.533Z,"27 km ESE of Iztapa, Guatemala",earthquake,7.48,7.07,0.047,134,reviewed,us,us
2023-10-08T03:26:01.426Z,-26.5276,-176.3303,10,5,mb,31,121,3.066,1.09,us,us6000ldy2,2023-10-08T03:52:05.040Z,"south of the Fiji Islands",earthquake,11.18,1.333,0.094,36,reviewed,us,us
2023-10-08T03:16:54.240Z,47.2583,153.8527,10,4.8,mb,40,145,6.355,0.68,us,us6000ldy5,2023-10-08T04:03:24.040Z,"Kuril Islands",earthquake,11.44,1.917,0.075,55,reviewed,us,us
2023-10-08T01:25:49.899Z,-34.7149,-71.8422,43.592,4.9,mb,51,117,0.703,0.77,us,us6000ldxh,2023-10-08T12:21:29.239Z,"44 km W of Santa Cruz, Chile",earthquake,4.48,6.719,0.096,34,reviewed,us,us
2023-10-08T00:19:30.004Z,-5.577,146.2012,81.592,4.5,mb,37,89,6.098,0.74,us,us6000ldya,2023-10-08T04:41:01.040Z,"60 km SE of Madang, Papua New Guinea",earthquake,8.88,5.296,0.106,26,reviewed,us,us
2023-10-07T23:57:26.745Z,9.2857,93.8865,10,4.5,mb,29,150,5.046,0.83,us,us6000lev0,2023-10-12T01:01:06.040Z,"291 km SSE of Port Blair, India",earthquake,12.19,1.935,0.139,15,reviewed,us,us
2023-10-07T22:39:24.348Z,-5.6276,145.9185,61.619,5.1,mb,75,24,6.384,0.88,us,us6000ldws,2023-10-08T02:53:11.823Z,"47 km SSE of Madang, Papua New Guinea",earthquake,5.05,5.479,0.046,153,reviewed,us,us
2023-10-07T21:49:41.275Z,9.2548,93.8582,10,4.6,mb,54,55,5.039,0.43,us,us6000ldwk,2023-10-21T02:12:00.040Z,"293 km SSE of Port Blair, India",earthquake,7.39,1.802,0.1,30,reviewed,us,us
2023-10-07T18:32:54.980Z,-0.2691,125.1507,42.542,4.9,mb,111,40,2.445,0.78,us,us6000ldvm,2023-10-09T16:46:56.040Z,"112 km SE of Modisi, Indonesia",earthquake,6.34,5.954,0.058,100,reviewed,us,us
2023-10-07T17:29:52.790Z,31.1971,141.8923,10,4.8,mb,126,95,2.601,0.56,us,us6000ldvd,2023-10-07T18:02:08.040Z,"Izu Islands, Japan region",earthquake,8.96,1.871,0.046,155,reviewed,us,us
2023-10-07T16:20:35.178Z,-5.6539,145.9035,55.529,5.7,mww,98,23,6.052,0.69,us,us6000ldv4,2023-10-08T16:23:47.437Z,"eastern New Guinea region, Papua New Guinea",earthquake,7.72,4.413,0.06,27,reviewed,us,us
2023-10-07T14:26:28.540Z,40.2432,142.306,55.854,5.1,mb,92,91,1.092,0.65,us,us6000lduu,2023-10-08T15:19:45.510Z,"44 km ENE of Noda, Japan",earthquake,6.43,5.31,0.036,254,reviewed,us,us
2023-10-07T14:19:31.795Z,-5.6938,146.1685,76.74,5.2,mb,138,37,6.157,0.74,us,us6000ldut,2023-10-07T20:05:33.776Z,"67 km SE of Madang, Papua New Guinea",earthquake,8.23,4.305,0.042,197,reviewed,us,us
2023-10-07T14:13:36.634Z,-5.6367,145.9293,66.738,5.5,mb,109,24,6.065,0.64,us,us6000ldus,2023-10-08T14:16:30.950Z,"48 km SSE of Madang, Papua New Guinea",earthquake,8.2,5.424,0.033,311,reviewed,us,us
2023-10-07T13:33:56.718Z,-6.2269,103.7556,10,4.7,mb,20,174,2.018,0.84,us,us6000leuq,2023-10-15T15:25:16.040Z,"southwest of Sumatra, Indonesia",earthquake,8.32,1.882,0.194,8,reviewed,us,us
2023-10-07T13:10:40.696Z,-5.6775,145.9334,43.99,5.6,mww,198,21,6.09,0.82,us,us6000lduj,2023-10-08T13:14:00.188Z,"eastern New Guinea region, Papua New Guinea",earthquake,7.4,4.684,0.098,10,reviewed,us,us
2023-10-07T12:47:36.016Z,-6.9899,125.6959,487.374,4.6,mb,24,80,3.09,0.55,us,us6000ldue,2023-10-07T13:10:14.040Z,"Banda Sea",earthquake,13.75,7.618,0.157,12,reviewed,us,us
2023-10-07T10:38:02.317Z,-5.6448,146.1714,80.588,4.5,mb,39,90,6.143,0.93,us,us6000ldtk,2023-10-07T11:30:45.040Z,"eastern New Guinea region, Papua New Guinea",earthquake,5.9,7.36,0.096,37,reviewed,us,us
2023-10-07T10:23:23.539Z,31.292,141.8837,10,5,mb,76,117,2.527,0.8,us,us6000ldth,2023-10-07T10:47:49.040Z,"Izu Islands, Japan region",earthquake,9.05,1.871,0.041,192,reviewed,us,us
2023-10-07T10:20:34.467Z,-6.2046,103.8239,39.84,4.7,mb,28,143,2.026,1.06,us,us6000ldtg,2023-10-07T10:37:02.040Z,"180 km WSW of Bandar Lampung, Indonesia",earthquake,8.47,7.924,0.13,20,reviewed,us,us
2023-10-07T09:40:31.097Z,34.6726,61.9893,9.302,4.9,mb,89,88,5.819,1.04,us,us6000ldt7,2023-10-07T20:03:29.212Z,"western Afghanistan",earthquake,7.96,4.222,0.049,130,reviewed,us,us
2023-10-07T09:27:19.125Z,34.6094,62.0538,10.233,4.8,mb,46,94,5.767,0.83,us,us6000ldsx,2023-10-07T09:45:11.040Z,"31 km NNW of Herāt, Afghanistan",earthquake,9.59,4.532,0.074,56,reviewed,us,us
2023-10-07T09:18:50.590Z,-5.4781,145.9572,68.959,5.6,mb,78,54,6.011,0.76,us,us6000ldsf,2023-10-08T09:22:10.597Z,"34 km SSE of Madang, Papua New Guinea",earthquake,5.26,6.573,0.04,220,reviewed,us,us
2023-10-07T08:40:11.603Z,-5.4773,146.1215,53.944,6.9,mww,267,18,6.155,0.58,us,us6000ldqf,2023-10-21T06:57:21.465Z,"eastern New Guinea region, Papua New Guinea",earthquake,9.23,4.96,0.052,35,reviewed,us,us
2023-10-07T08:34:26.903Z,-5.6034,146.1381,55,6.7,mww,248,19,6.165,0.77,us,us6000ldqd,2023-10-21T06:49:11.247Z,"57 km SE of Madang, Papua New Guinea",earthquake,7.78,1.928,0.054,33,reviewed,us,us
2023-10-07T08:06:54.812Z,-21.4211,-71.7683,10,4.6,mb,55,137,1.748,0.66,us,us6000ldq5,2023-10-19T05:52:00.040Z,"178 km WNW of Tocopilla, Chile",earthquake,7.33,1.881,0.085,41,reviewed,us,us
2023-10-07T08:06:36.828Z,34.639,61.9339,10,4.6,mb,31,149,5.865,0.5,us,us6000ldq8,2023-10-19T05:41:49.040Z,"36 km SSE of Qarah Bāgh, Afghanistan",earthquake,7.84,1.717,0.119,21,reviewed,us,us
2023-10-07T08:06:26.717Z,0.0432,97.5573,28.329,4.7,mb,34,183,1.252,0.46,us,us6000ldq6,2023-10-19T05:37:43.040Z,"64 km SSW of Teluk Dalam, Indonesia",earthquake,9.85,6.241,0.115,23,reviewed,us,us
2023-10-07T07:40:30.084Z,34.6262,62.0006,12.48,5.9,mww,227,43,5.81,0.59,us,us6000ldpv,2023-10-19T06:37:53.467Z,"35 km NNW of Herāt, Afghanistan",earthquake,6.08,3.399,0.054,33,reviewed,us,us
2023-10-07T07:28:47.979Z,34.6253,61.7599,10,4.5,mb,18,97,6.009,0.62,us,us6000lety,2023-10-19T04:58:55.040Z,"31 km N of Zindah Jān, Afghanistan",earthquake,12.15,1.917,0.191,8,reviewed,us,us
2023-10-07T07:16:04.200Z,34.4905,61.8943,10,5.2,mb,47,89,7.263,0.78,us,us6000leu2,2023-10-18T12:55:28.040Z,"21 km NE of Zindah Jān, Afghanistan",earthquake,6.2,1.842,0.097,35,reviewed,us,us
2023-10-07T07:12:50.034Z,34.5718,61.8816,10,6.3,mww,244,43,5.91,0.53,us,us6000ldpm,2023-10-18T12:14:56.536Z,"western Afghanistan",earthquake,7.59,1.823,0.051,37,reviewed,us,us
2023-10-07T07:10:34.065Z,34.5509,61.9397,10,4.7,mb,81,96,5.862,0.67,us,us6000ldpl,2023-10-18T11:57:35.147Z,"western Afghanistan",earthquake,9.33,1.883,0.065,71,reviewed,us,us
2023-10-07T06:49:41.156Z,34.5167,61.9462,10.257,5.4,mb,165,54,5.858,0.47,us,us6000ldph,2023-10-18T12:09:53.235Z,"26 km NE of Zindah Jān, Afghanistan",earthquake,7.67,3.884,0.047,155,reviewed,us,us
2023-10-07T06:41:03.335Z,34.5989,61.9313,14,6.3,mww,279,43,5.868,0.57,us,us6000ldpg,2023-10-18T06:59:26.849Z,"33 km NNE of Zindah Jān, Afghanistan",earthquake,8.36,1.828,0.048,41,reviewed,us,us
2023-10-07T06:29:07.089Z,-7.436,128.1145,176.033,4.7,mb,58,73,3.398,0.65,us,us6000ldpf,2023-10-18T06:35:23.040Z,"171 km NE of Lospalos, Timor Leste",earthquake,8.43,2.298,0.082,45,reviewed,us,us
2023-10-07T06:04:06.951Z,41.8014,82.355,10,4.8,mb,53,117,2.432,0.94,us,us6000ldpa,2023-10-18T06:04:44.040Z,"southern Xinjiang, China",earthquake,8.83,1.902,0.092,36,reviewed,us,us
2023-10-07T06:00:05.182Z,29.5142,81.2087,32.039,5,mb,112,46,3.964,0.42,us,us6000ldp9,2023-10-18T05:55:24.852Z,"38 km NE of Dipayal, Nepal",earthquake,7.23,4.838,0.055,105,reviewed,us,us
2023-10-07T05:52:18.243Z,-10.8428,165.6102,51.316,4.6,mb,32,107,5.747,0.69,us,us6000ldp8,2023-10-18T05:40:08.040Z,"Santa Cruz Islands",earthquake,12.06,8.227,0.114,23,reviewed,us,us
2023-10-07T05:09:31.361Z,41.8298,82.3897,10,4.7,mb,55,101,2.464,0.68,us,us6000ldp1,2023-10-18T05:29:19.193Z,"46 km WNW of Kuqa, China",earthquake,7.9,1.902,0.09,38,reviewed,us,us
2023-10-07T05:06:54.827Z,17.1201,-94.9398,99.366,5.9,mww,111,89,2.813,0.86,us,us6000ldny,2023-10-18T05:30:37.133Z,"6 km WNW of Cuauhtémoc, Mexico",earthquake,8.79,4.34,0.032,91,reviewed,us,us
2023-10-07T04:46:33.236Z,30.0458,140.4104,10,4.9,mb,49,132,3.102,0.68,us,us6000ldnu,2023-10-07T05:17:51.040Z,"Izu Islands, Japan region",earthquake,5.17,1.804,0.054,106,reviewed,us,us
2023-10-07T03:30:06.437Z,11.3575,142.3317,10,4.6,mb,28,98,3.325,0.85,us,us6000letu,2023-10-13T05:00:34.040Z,"265 km NE of Fais, Micronesia",earthquake,12.43,1.895,0.146,15,reviewed,us,us
2023-10-07T01:13:42.357Z,47.1473,153.8105,10,4.7,mb,49,137,6.469,0.51,us,us6000ldn7,2023-10-07T01:43:01.040Z,"Kuril Islands",earthquake,8.64,1.756,0.066,70,reviewed,us,us
2023-10-07T00:08:27.192Z,30.8414,142.0028,10,4.5,mb,47,92,2.932,0.39,us,us6000letr,2023-10-23T02:54:59.040Z,"Izu Islands, Japan region",earthquake,8.29,1.204,0.109,25,reviewed,us,us
2023-10-06T19:51:53.750Z,30.0546,139.8343,10,4.9,mb,91,133,3.051,0.57,us,us6000ldlm,2023-10-06T22:16:23.040Z,"Izu Islands, Japan region",earthquake,9.34,1.885,0.052,122,reviewed,us,us
2023-10-06T19:21:22.323Z,47.1026,154.1314,26.719,4.9,mb,72,93,6.434,1.59,us,us6000ldl7,2023-10-06T19:59:47.040Z,"Kuril Islands",earthquake,9.41,5.393,0.047,145,reviewed,us,us
2023-10-06T19:02:20.953Z,47.2528,153.9833,25.675,4.6,mb,102,137,6.328,0.76,us,us6000ldl6,2023-10-06T22:00:55.040Z,"Kuril Islands",earthquake,9.15,5.827,0.059,94,reviewed,us,us
2023-10-06T14:38:46.589Z,29.7418,140.0433,10,4.6,mb,51,87,3.241,0.54,us,us6000lesv,2023-10-21T04:30:37.040Z,"Izu Islands, Japan region",earthquake,4.98,1.854,0.084,42,reviewed,us,us
2023-10-06T13:15:27.223Z,30.1987,140.1585,10,5,mww,247,52,2.923,0.83,us,us6000ldft,2023-10-13T07:16:08.040Z,"Izu Islands, Japan region",earthquake,6.02,1.782,0.062,25,reviewed,us,us
2023-10-06T13:06:57.597Z,30.0909,140.0943,10,4.9,mb,101,72,3.025,0.64,us,us6000ldfp,2023-10-21T07:50:34.040Z,"Izu Islands, Japan region",earthquake,7.58,1.854,0.048,142,reviewed,us,us
2023-10-06T11:39:16.634Z,47.2634,153.9576,10,4.8,mb,66,136,6.324,0.62,us,us6000ldf7,2023-10-21T07:33:43.040Z,"Kuril Islands",earthquake,8.38,1.859,0.062,80,reviewed,us,us
2023-10-06T11:34:03.435Z,52.3393,-169.2712,34.085,4.5,mb,69,139,0.526,0.59,us,us6000ldf6,2023-10-21T07:28:49.312Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,4.91,5.708,0.062,76,reviewed,us,us
2023-10-06T11:28:06.677Z,47.2598,153.8359,10,4.6,mb,46,133,6.358,0.38,us,us6000ldf4,2023-10-21T07:20:47.040Z,"Kuril Islands",earthquake,10.08,1.898,0.093,34,reviewed,us,us
2023-10-06T10:41:33.022Z,-5.5454,147.0769,192.524,4.9,mb,68,80,7.034,0.81,us,us6000ldew,2023-10-06T19:49:21.914Z,"130 km N of Lae, Papua New Guinea",earthquake,5.3,7.352,0.059,90,reviewed,us,us
2023-10-06T07:09:55.305Z,29.846,140.3236,10,4.7,mb,48,95,3.192,0.75,us,us6000ldea,2023-10-17T12:32:14.040Z,"Izu Islands, Japan region",earthquake,8.56,1.881,0.104,28,reviewed,us,us
2023-10-06T06:54:34.820Z,30.1326,139.7779,10,4.7,mb,44,92,2.974,0.37,us,us6000lesf,2023-10-17T12:26:01.040Z,"Izu Islands, Japan region",earthquake,7.36,1.572,0.097,32,reviewed,us,us
2023-10-06T05:49:22.063Z,30.1062,139.991,10,5.5,mww,197,90,3.004,0.63,us,us6000lddt,2023-10-17T11:43:10.862Z,"Izu Islands, Japan region",earthquake,8.35,1.839,0.049,40,reviewed,us,us
2023-10-06T05:20:58.009Z,30.0967,139.9792,10,4.9,mb,112,92,3.013,0.45,us,us6000ldds,2023-10-17T06:57:31.040Z,"Izu Islands, Japan region",earthquake,9.3,1.884,0.058,93,reviewed,us,us
2023-10-06T04:57:03.458Z,31.1652,141.8922,10,5.1,mb,49,127,2.625,0.89,us,us6000lddr,2023-10-06T05:20:36.040Z,"Izu Islands, Japan region",earthquake,10.01,1.873,0.047,143,reviewed,us,us
2023-10-06T04:35:17.277Z,47.1437,154.0649,10,5,mb,53,138,6.411,0.91,us,us6000lddl,2023-10-06T05:02:36.040Z,"Kuril Islands",earthquake,10.37,1.905,0.059,90,reviewed,us,us
2023-10-06T03:58:03.697Z,-3.1955,142.9216,10,4.6,mb,36,76,2.317,0.99,us,us6000les9,2023-10-13T04:26:08.040Z,"63 km E of Aitape, Papua New Guinea",earthquake,11.64,1.862,0.117,24,reviewed,us,us
2023-10-06T03:49:10.417Z,30.2817,138.5187,439.806,4.9,mb,106,96,3.033,0.64,us,us6000ldd3,2023-10-06T04:09:11.040Z,"Izu Islands, Japan region",earthquake,10.17,7.066,0.025,491,reviewed,us,us
2023-10-06T03:49:09.639Z,47.2404,153.9347,10,5.1,mb,53,144,6.352,1.06,us,us6000lesa,2023-10-13T03:41:31.040Z,"Kuril Islands",earthquake,10.8,1.916,0.067,74,reviewed,us,us
2023-10-06T03:28:05.078Z,3.8981,-82.5855,10,5.4,mww,84,132,4.542,0.91,us,us6000ldd0,2023-10-07T03:31:20.615Z,"south of Panama",earthquake,4.93,1.832,0.063,24,reviewed,us,us
2023-10-06T03:22:25.256Z,29.7171,140.075,10,4.6,mb,27,117,3.205,1.25,us,us6000les8,2023-10-13T02:56:34.040Z,"Izu Islands, Japan region",earthquake,8.65,1.681,0.109,25,reviewed,us,us
2023-10-06T02:40:27.007Z,30.1006,139.8082,10,4.6,mb,25,146,5.863,0.8,us,us6000ldcr,2023-10-06T03:25:03.040Z,"Izu Islands, Japan region",earthquake,12.55,1.92,0.114,23,reviewed,us,us
2023-10-06T02:38:27.711Z,-27.8647,-71.5021,10,4.6,mwr,36,146,0.508,1.38,us,us6000ldce,2023-10-06T02:56:02.040Z,"107 km NW of Vallenar, Chile",earthquake,2.37,1.855,,,reviewed,us,guc
2023-10-06T02:05:38.637Z,30.0883,139.7766,10,4.7,mb,23,108,3.657,0.67,us,us6000les4,2023-10-13T01:59:29.040Z,"Izu Islands, Japan region",earthquake,13.97,1.898,0.074,55,reviewed,us,us
2023-10-06T02:03:49.065Z,29.8778,140.0437,10,4.6,mb,34,117,3.352,0.86,us,us6000lesh,2023-10-13T01:21:05.040Z,"Izu Islands, Japan region",earthquake,10.19,1.856,0.141,15,reviewed,us,us
2023-10-06T01:38:51.956Z,30.1418,139.7688,10,4.5,mb,39,101,2.965,0.76,us,us6000les5,2023-10-13T00:39:15.040Z,"Izu Islands, Japan region",earthquake,10.64,1.862,0.118,21,reviewed,us,us
2023-10-06T01:31:17.258Z,30.044,140.0046,10,6.1,mww,70,69,4.87,0.84,us,us6000ldbb,2023-10-07T01:39:54.024Z,"Izu Islands, Japan region",earthquake,8.68,1.836,0.049,40,reviewed,us,us
2023-10-06T01:30:29.644Z,30.1176,139.9078,10,4.9,mb,55,123,2.99,0.74,us,us6000ldb9,2023-10-06T01:54:13.040Z,"Izu Islands, Japan region",earthquake,7.58,1.876,0.051,121,reviewed,us,us
2023-10-06T01:24:14.385Z,30.7956,141.982,10,4.9,mb,49,136,2.957,0.62,us,us6000ldc1,2023-10-06T02:23:34.040Z,"Izu Islands, Japan region",earthquake,11.39,1.9,0.078,51,reviewed,us,us
2023-10-06T01:12:04.698Z,44.2561,148.1129,50.246,4.5,mb,55,129,3.973,0.71,us,us6000les1,2023-10-12T22:43:23.040Z,"109 km S of Kuril’sk, Russia",earthquake,11.48,7.226,0.081,44,reviewed,us,us
2023-10-06T00:42:12.560Z,43.9725,148.1275,35,4.7,mb,92,134,3.993,0.6,us,us6000ldb5,2023-10-21T02:43:05.040Z,"east of the Kuril Islands",earthquake,9.26,1.875,0.045,147,reviewed,us,us
2023-10-05T22:13:19.535Z,-20.2206,-68.782,128.518,4.5,mb,15,91,0.672,0.58,us,us6000ldaj,2023-10-09T05:09:37.040Z,"92 km E of La Tirana, Chile",earthquake,7.32,6.873,0.191,8,reviewed,us,us
2023-10-05T21:56:36.215Z,31.1734,141.8975,10,5.2,mww,130,50,2.622,0.41,us,us6000ldab,2023-10-21T02:57:12.040Z,"Izu Islands, Japan region",earthquake,7.6,1.776,0.059,28,reviewed,us,us
2023-10-05T21:53:57.754Z,30.1459,139.7655,10,4.7,mb,33,126,6.15,0.48,us,us6000lek9,2023-10-21T04:30:19.040Z,"Izu Islands, Japan region",earthquake,6.04,1.902,0.087,40,reviewed,us,us
2023-10-05T20:55:06.784Z,0.6912,-77.9134,10,4.8,mwr,75,75,0.129,1.12,us,us6000ld9m,2023-10-10T18:28:36.040Z,"8 km NNE of El Ángel, Ecuador",earthquake,5.49,1.749,0.083,14,reviewed,us,us
2023-10-05T20:53:01.389Z,30.1087,140.0651,10,4.5,mb,48,82,3.005,0.67,us,us6000ld9q,2023-10-10T18:36:59.040Z,"Izu Islands, Japan region",earthquake,5.57,1.849,0.103,28,reviewed,us,us
2023-10-05T14:53:10.836Z,30.1197,140.03,10,4.9,mww,186,55,2.992,0.56,us,us6000ld4n,2023-10-07T15:43:41.040Z,"Izu Islands, Japan region",earthquake,7.99,1.806,0.083,14,reviewed,us,us
2023-10-05T13:39:54.909Z,29.9601,139.8061,10,5,mb,251,96,3.146,0.51,us,us6000ld47,2023-10-07T14:21:26.040Z,"Izu Islands, Japan region",earthquake,7.17,1.537,0.037,240,reviewed,us,us
2023-10-05T12:01:05.112Z,29.8541,139.9886,11.848,4.9,mb,60,44,3.255,0.74,us,us6000ld3f,2023-10-05T12:56:51.040Z,"Izu Islands, Japan region",earthquake,9.02,2.616,0.048,136,reviewed,us,us
2023-10-05T11:56:35.223Z,30.1352,139.8268,12.555,4.8,mb,39,132,2.971,0.74,us,us6000ld3e,2023-10-05T12:33:51.040Z,"Izu Islands, Japan region",earthquake,10.55,4.453,0.056,99,reviewed,us,us
2023-10-05T08:53:14.495Z,23.9653,122.3563,21.277,4.9,mb,56,89,0.726,0.58,us,us6000ld1n,2023-10-06T16:00:24.040Z,"76 km E of Hualien City, Taiwan",earthquake,2.78,5.451,0.081,48,reviewed,us,us
2023-10-05T08:50:55.135Z,30.0102,139.9444,10,4.8,mb,64,96,5.864,0.59,us,us6000ld1m,2023-10-05T10:03:49.040Z,"Izu Islands, Japan region",earthquake,9.69,1.861,0.043,169,reviewed,us,us
2023-10-05T06:48:23.673Z,30.0861,140.032,10,5.1,mww,86,50,3.026,0.84,us,us6000ld0z,2023-10-05T07:13:39.040Z,"Izu Islands, Japan region",earthquake,9.16,1.788,0.098,10,reviewed,us,us
2023-10-05T06:22:12.821Z,30.0792,139.979,10,5.7,mww,117,26,3.03,1.05,us,us6000ld0f,2023-10-07T21:48:04.055Z,"Izu Islands, Japan region",earthquake,7.34,1.776,0.053,34,reviewed,us,us
2023-10-05T05:45:11.797Z,30.0922,139.9543,10,4.8,mb,31,199,3.016,0.87,us,us6000ld0b,2023-10-05T06:49:58.040Z,"Izu Islands, Japan region",earthquake,11.84,1.977,0.102,31,reviewed,us,us
2023-10-05T05:41:15.544Z,29.968,140.1741,10,5,mb,66,96,5.986,0.82,us,us6000ld09,2023-10-05T06:05:54.040Z,"Izu Islands, Japan region",earthquake,7.87,1.737,0.033,287,reviewed,us,us
2023-10-05T04:25:45.718Z,-4.4551,127.1113,10,5.1,mb,71,58,2.786,0.77,us,us6000lczv,2023-10-20T23:46:12.040Z,"145 km SW of Ambon, Indonesia",earthquake,7.06,1.844,0.085,45,reviewed,us,us
2023-10-05T04:16:10.403Z,29.9859,139.7377,10,4.5,mb,36,91,3.121,0.49,us,us6000leij,2023-10-19T22:31:58.040Z,"Izu Islands, Japan region",earthquake,7.1,1.846,0.125,19,reviewed,us,us
2023-10-05T04:00:01.084Z,30.0033,139.8586,10,5.2,mb,211,89,3.107,0.55,us,us6000lczr,2023-10-21T00:11:18.040Z,"Izu Islands, Japan region",earthquake,7.53,1.844,0.042,183,reviewed,us,us
2023-10-05T03:41:16.865Z,30.0666,139.8918,10,4.5,mb,20,93,3.04,0.55,us,us6000leiu,2023-10-19T23:04:00.040Z,"Izu Islands, Japan region",earthquake,5.79,1.896,0.242,5,reviewed,us,us
2023-10-05T03:38:23.429Z,4.3363,125.7723,107.765,4.6,mb,33,97,2.722,0.79,us,us6000lczl,2023-10-21T01:06:45.040Z,"Kepulauan Sangihe, Indonesia",earthquake,6.79,7.741,0.128,18,reviewed,us,us
2023-10-05T03:13:16.312Z,30.0425,139.7843,10,4.7,mb,39,92,3.067,0.83,us,us6000lej1,2023-10-19T05:26:20.040Z,"Izu Islands, Japan region",earthquake,9.56,1.882,0.115,23,reviewed,us,us
2023-10-05T02:53:13.365Z,29.9531,139.8724,10,5.7,mww,277,62,3.153,0.71,us,us6000lczf,2023-10-21T02:17:09.570Z,"Izu Islands, Japan region",earthquake,8.17,1.795,0.055,32,reviewed,us,us
2023-10-05T02:15:14.748Z,29.9804,139.8865,10,5.4,mww,92,31,3.126,0.67,us,us6000lcz5,2023-10-06T02:20:23.054Z,"Izu Islands, Japan region",earthquake,10.01,1.77,0.075,17,reviewed,us,us
2023-10-05T02:06:32.312Z,29.99,139.9678,10,5.4,mww,110,25,3.119,0.87,us,us6000lcz2,2023-10-06T02:12:21.217Z,"Izu Islands, Japan region",earthquake,9.58,1.02,0.098,10,reviewed,us,us
2023-10-05T01:59:58.892Z,29.9396,139.9498,10,6.1,mww,120,32,3.168,1.01,us,us6000lcz1,2023-10-06T02:08:50.964Z,"Izu Islands, Japan region",earthquake,7.81,1.296,0.041,57,reviewed,us,us
2023-10-05T01:42:24.326Z,-4.4497,153.4423,117.775,5.4,mww,81,51,1.301,0.95,us,us6000lcyx,2023-10-06T01:45:37.350Z,"130 km E of Kokopo, Papua New Guinea",earthquake,9.65,6.072,0.071,19,reviewed,us,us
2023-10-05T01:40:25.982Z,31.0446,141.7835,10,4.7,mb,47,165,2.657,0.63,us,us6000lcz3,2023-10-05T02:30:17.040Z,"Izu Islands, Japan region",earthquake,5.66,1.902,0.058,91,reviewed,us,us
2023-10-05T01:05:09.949Z,29.9862,139.8848,10,5.2,mww,67,132,3.12,0.99,us,us6000lcys,2023-10-13T09:25:32.040Z,"Izu Islands, Japan region",earthquake,3.89,1.884,0.078,16,reviewed,us,us
2023-10-04T23:47:20.170Z,31.0367,141.8015,10,5.1,mww,99,100,2.672,0.62,us,us6000lcyc,2023-10-06T12:50:41.040Z,"Izu Islands, Japan region",earthquake,9.55,1.861,0.078,16,reviewed,us,us
2023-10-04T23:18:09.431Z,29.8673,140.0476,10,5.4,mww,123,52,3.244,1.01,us,us6000lcy1,2023-10-05T23:23:24.244Z,"Izu Islands, Japan region",earthquake,8.8,1.83,0.083,14,reviewed,us,us
2023-10-04T22:22:02.442Z,-18.2017,-178.2685,534.649,5.3,mb,82,31,3.531,0.75,us,us6000lcxs,2023-10-04T22:40:30.040Z,"255 km E of Levuka, Fiji",earthquake,10.2,7.896,0.023,622,reviewed,us,us
2023-10-04T21:01:46.899Z,-20.6352,169.3834,42.738,5.3,mww,85,75,2.668,0.66,us,us6000lcx7,2023-10-04T21:20:12.040Z,"121 km S of Isangel, Vanuatu",earthquake,9.92,6.485,0.089,12,reviewed,us,us
2023-10-04T18:33:44.980Z,12.3313,-88.2668,35,4.6,mb,29,170,1.132,0.72,us,us6000lcw7,2023-10-15T04:44:41.771Z,"98 km SSW of Intipucá, El Salvador",earthquake,5.98,1.947,0.061,80,reviewed,us,us
2023-10-04T18:30:16.464Z,29.8563,140.0856,10,5,mb,97,53,3.257,0.97,us,us6000lcw3,2023-10-10T21:06:36.040Z,"Izu Islands, Japan region",earthquake,6.5,1.774,0.035,255,reviewed,us,us
2023-10-04T18:20:24.496Z,29.7125,140.3039,10,4.5,mb,43,70,3.089,1.04,us,us6000lcw1,2023-10-10T20:54:30.040Z,"Izu Islands, Japan region",earthquake,7.49,1.849,0.088,38,reviewed,us,us
2023-10-04T17:22:41.360Z,29.896,140.1228,10,5.2,mww,116,31,3.22,0.98,us,us6000lcvk,2023-10-10T20:04:34.040Z,"Izu Islands, Japan region",earthquake,7.09,1.789,0.068,21,reviewed,us,us
2023-10-04T17:12:38.464Z,29.7756,140.1477,10,4.5,mb,40,90,3.216,1.34,us,us6000lcvh,2023-10-10T19:48:44.040Z,"Izu Islands, Japan region",earthquake,8.34,1.86,0.089,37,reviewed,us,us
2023-10-04T16:18:24.902Z,-20.5125,-177.6322,502.739,4.6,mb,97,77,3.158,0.71,us,us6000lcv1,2023-10-04T16:35:41.040Z,"253 km WNW of Houma, Tonga",earthquake,10.95,4.005,0.04,194,reviewed,us,us
2023-10-04T16:11:59.596Z,64.5002,-17.7937,10,5,mb,76,105,1.542,0.88,us,us6000lcv0,2023-10-04T17:13:45.040Z,"127 km WNW of Höfn, Iceland",earthquake,7.89,1.855,0.049,133,reviewed,us,us
2023-10-04T12:03:32.767Z,-22.6478,-175.1519,10,4.9,mb,53,130,1.472,0.61,us,us6000lcth,2023-10-17T06:29:02.040Z,"146 km S of ‘Ohonua, Tonga",earthquake,10.13,1.878,0.083,45,reviewed,us,us
2023-10-04T11:21:47.736Z,5.3176,126.049,113,6.4,mww,257,23,1.802,0.9,us,us6000lcri,2023-10-17T06:32:27.742Z,"Mindanao, Philippines",earthquake,7.31,1.927,0.037,71,reviewed,us,us
